Spalte1,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC13063717,AC13063717,990048950560603338,"http://data.onb.ac.at/ABO/%2BZ124113200;
http://data.onb.ac.at/ABO/%2BZ223598702","Z124113200;
Z223598702","Reimers, Heinrich Christoph <<von>> ; http://d-nb.info/gnd/100829821",Reise Der Russisch-Kaiserlichen Ausserordentlichen Gesandtschaft An Die Othomanische Pforte Im Jahr 1793,,Reise Der Russisch-Kaiserlichen Ausserordentlichen Gesandtschaft An Die Othomanische Pforte im Jahr 1793 $ Drei Theile Vertrauter Briefe Eines Ehstländers An Einen Seiner Freunde In Reval. Mit Kupfern Und Einer Karte $ [Heinrich Christoph Reimers],Zweiter Theil,,St. Petersburg,Sankt Petersburg ; http://d-nb.info/gnd/4267026-3,Sankt Petersburg ; http://d-nb.info/gnd/4267026-3,Auf Kaiserliche Kosten ; Gedruckt In Der Schnoorschen Buchdruckerei,H. Schnorr'sche Buchdruckerei ; http://d-nb.info/gnd/1067478574,H. Schnorr'sche Buchdruckerei ; http://d-nb.info/gnd/1067478574,1803,1803,"2 ungezählte Seiten, 231 Seiten, 1 ungezählte Seite, VI, das heißt 5 mehrfach gefaltete Blätter","4 Illustrationen, 1 Karte",4,1,4°,"1 Karte (Karta Konstantinopolja / Karte von Constantinopel, aufgenommen und gezeichnet von Kauffer und Foucherot, 1776), 4 Kupferstich-Illustrationen (Stecher: Ivanoff, Mayr, Koschkin, Kasatschinsky). - Fußnoten","Bibliografischer Nachweis: Holzmann-Bohatta III 11459, 11698 ; Engelmann 258 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0872",,,ger,,,,,,,,,"Ivanoff, ... .- Sergeoff, ... .- Mayr, ... .- Kasatschinsky, ... .- Koschkin, ... .- Roudakoff, ...",,,Reisebericht ; Briefsammlung,,,Reise ; Osmanisches Reich ; Geschichte 1793,TravelogueD19 Asien ; TravelogueD19 Orient,,16.G.15.(Vol.2) PRUNK .- 264300-C.2 MAG,ZALT ; ZFID,
AC13063730,AC13063730,990048950570603338,"http://data.onb.ac.at/ABO/%2BZ124113303;
http://data.onb.ac.at/ABO/%2BZ223598805","Z124113303;
Z223598805","Reimers, Heinrich Christoph <<von>> ; http://d-nb.info/gnd/100829821",Reise Der Russisch-Kaiserlichen Ausserordentlichen Gesandtschaft An Die Othomanische Pforte Im Jahr 1793,,Reise Der Russisch-Kaiserlichen Ausserordentlichen Gesandtschaft An Die Othomanische Pforte Im Jahr 1793 $ Drei Theile Vertrauter Briefe Eines Ehstländers An Einen Seiner Freunde In Reval $ [Heinrich Christoph Reimers],Dritter Theil,,St. Petersburg,Sankt Petersburg ; http://d-nb.info/gnd/4267026-3,Sankt Petersburg ; http://d-nb.info/gnd/4267026-3,"Auf Kaiserliche Kosten, Gedruckt In Der Schnoorschen Buchdruckerei",H. Schnorr'sche Buchdruckerei ; http://d-nb.info/gnd/1067478574,H. Schnorr'sche Buchdruckerei ; http://d-nb.info/gnd/1067478574,1803,1803,"4 ungezählte Seiten, VIII, 173 Seiten",,,,4°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Holzmann-Bohatta III 11459, 11698 ; Engelmann 258 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0872",,,ger,,,,,,,,,,,,Reisebericht ; Briefsammlung,,,Reise ; Osmanisches Reich ; Konstantinopel ; Sankt Petersburg ; Geschichte 1793,TravelogueD19 Europa Asien ; TravelogueD19 Orient,,16.G.15.(Vol.3) PRUNK .- 264300-C.3 MAG,ZALT ; ZFID,
AC01284230,AC01284230,990049351160603338,"http://data.onb.ac.at/ABO/%2BZ170394504;
http://data.onb.ac.at/ABO/%2BZ168850602","Z170394504;
Z168850602","Hohenwart, Sigismund <<von>> ; http://d-nb.info/gnd/129192082",Botanische Reisen nach einigen Oberkärntnerischen und benachbarten Alpen unternommen,,"Botanische Reisen nach einigen Oberkärntnerischen und benachbarten Alpen unternommen, $ und nebst einer ausführlichen Alpenflora und entomologischen Beiträgen als ein Handbuch für reisende Liebhaber herausgegeben $ von Sigmund v. Hohenwart, der Akademie der Naturforscher zu Erlangen, der botanischen naturforschenden Freunde, der Jenaischen Mineralogischen, der Regensburgischen botanischen, und der Agrikultur=Gesellschaft zu Klagenfurt Mitglied, und Lor. Chrisanth v. Pesth, der Arzneykunde Doktor, der Chirurgie Mag. der theoretischen und praktischen Medizin auf dem Lyceo zu Klagenfurt öffentl. Lehrer, der Regensburgischen botanischen und Agrikultur=Gesellschaft zu Klagenfurt Mitglied",Zweyter Band ; Als Fortsetzung der ersten Reise im Jahr 1791. mit illuminirten und schwarzen Kupfertafeln,,Klagenfurt,Klagenfurt ; http://d-nb.info/gnd/4030921-6,Klagenfurt ; http://d-nb.info/gnd/4030921-6,bei Johann Leon,"Leon, Johann","Leon, Johann",1812,1812,"IX Seiten, 261 Seiten, III Blätter, Blätter IV-X Bildtafeln",7 Illustrationen,7,,8°,Die Illustration sind 7 Kupferstich-Illustrationen (teilweise koloriert). - Holzschnitt-Vignetten ; Fußnoten ; Initialen,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite I-IV: Vorrede von Sigismund von Hohenwart, Datum Klagenfurt 1807",,ger,,,,,,,,,,,,,,,Kärnten ; Reise ; Geschichte 1791 ; Botanik,TravelogueD19 Europa,,53.M.1.(Vol.2) PRUNK,ZALT,
AC11069115,AC11069115,990049401020603338,http://data.onb.ac.at/ABO/%2BZ155531200,Z155531200,"Link, Heinrich Friedrich ; http://d-nb.info/gnd/104268190",,,"Bemerkungen auf einer Reise durch Frankreich, Spanien, und vorzüglich Portugal $ von D. Heinrich Friedrich Link, Professor zu Rostock, und verschiedener Gelehrten=Gesellschaften Mitgliede",Erster Theil,,Kiel,Helmstedt ; http://d-nb.info/gnd/4024344-8 .- Braunschweig ; http://d-nb.info/gnd/4008065-1 .- Kiel ; http://d-nb.info/gnd/4030481-4,,in der neuen Academischen Buchhandlung ; in Commission bey C. G. Fleckeisen,"Akademische Buchhandlung ; http://d-nb.info/gnd/5164405-8 .- Fleckeisen, Carl Gottfried ; http://d-nb.info/gnd/1037497244",,1801,1801,"XII, 285 Seiten, 2 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 1109",Literaturangaben. - Seite III-X: Vorrede des Verfassers,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Reise ; Westeuropa ; Frankreich ; Spanien ; Portugal ; Geschichte 1797 circa,TravelogueD19 Europa,,49.L.43.(Vol.1) PRUNK,ZALT,
AC11069119,AC11069119,990049401030603338,http://data.onb.ac.at/ABO/%2BZ155531303,Z155531303,"Link, Heinrich Friedrich ; http://d-nb.info/gnd/104268190",,,"Bemerkungen auf einer Reise durch Frankreich, Spanien, und vorzüglich Portugal $ von D. Heinrich Friedrich Link, Professor zu Rostock, und verschiedener Gelehrten=Gesellschaften Mitgliede",Zweyter Theil ; Mit einer Karte von Portugal,,Kiel,Helmstedt ; http://d-nb.info/gnd/4024344-8 .- Braunschweig ; http://d-nb.info/gnd/4008065-1 .- Kiel ; http://d-nb.info/gnd/4030481-4,,in der neuen Academischen Buchhandlung ; in Commission bey C. G. Fleckeisen,"Fleckeisen, Carl Gottfried ; http://d-nb.info/gnd/1037497244",,1801,1801,"IV, 265 Seiten, 2 ungezählte Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Kupferstich-Karte. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 1109","Literaturangaben, -  Enthält am Ende 2 ungezählte Seiten Verlagsprogramm",,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Reise ; Westeuropa ; Frankreich ; Spanien ; Portugal ; Geschichte 1797 circa,TravelogueD19 Europa,,49.L.43.(Vol.2) PRUNK,ZALT,
AC11069121,AC11069121,990049401040603338,http://data.onb.ac.at/ABO/%2BZ155531406,Z155531406,"Link, Heinrich Friedrich ; http://d-nb.info/gnd/104268190",,,"Bemerkungen auf einer Reise durch Frankreich, Spanien, und vorzüglich Portugal $ von D. Heinrich Friedrich Link, Professor zu Rostock, und verschiedener Gelehrten=Gesellschaften Mitgliede",Dritter Theil,,Kiel,Dessau ; http://d-nb.info/gnd/4011536-7 .- Kiel ; http://d-nb.info/gnd/4030481-4,Dessau ; http://d-nb.info/gnd/4011536-7,in der neuen Academischen Buchhandlung ; gedruckt bey J. C. Fritsche,Akademische Buchhandlung ; http://d-nb.info/gnd/5164405-8,"Fritsche, Johann Christoph ; http://d-nb.info/gnd/1037544943",1804,1804,"XVI, 316 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 1109",Seite [III]-XIV: Vorrede,,ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Reise ; Westeuropa ; Frankreich ; Spanien ; Portugal ; Geschichte 1797 circa,TravelogueD19 Europa,,49.L.43.(Vol.3) PRUNK,ZALT,
AC13297918,AC13297918,990049499850603338,http://data.onb.ac.at/ABO/%2BZ199076308,Z199076308,,,,"Tagebuch der Reise Ihrer Majestät der Kaiserinn der Franzosen, Maria Luise von Wien nach Paris $ Mit einer Darstellung der Festlichkeiten sowohl auf dieser Reise als bey der wirklichen Vermählung in Frankreich","Erstes Heft ; Enthält: 1. Abreise von Wien, Letzter Abschied an der Liuie. 2. Empfang und Aufenthalt in St. Pölten, Enns, Ried. 3. Feyerliche Übergabe Jhrer Majestät der Kaiserinn. Ceremoniel bey diesem Acte. Letzte Beurlaubung Sr. k. Hoheit des Erzherzogs Anton von Jhrer Majestät, im Rahmen Sr. Maj. des Kaiser. 4. Feyerlichkeiten in Braunau. Rückkehr des Gefolges Jhrer Majestät nach Wien. 5. Feyerlicher Empfang Jhrer Majestät in München. Beleuchtung und Jndschriften bey derselben",,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und im Verlage bey Anton Strauß,"Strauß, Anton ; http://d-nb.info/gnd/139477810","Strauß, Anton ; http://d-nb.info/gnd/139477810",[um 1810],1810,39 Seiten,1 Illustration,1,,8°,Die Illustration ist 1 Holzschnitt-Plan,,,,ger,,,,,,,,,,,,,,,,TravelogueD19 Europa,,289160-B.1 MAG .- 285679-A.1 MAG,ZFID ; ZFID,
AC07700359,AC07700359,990050031800603338,"http://data.onb.ac.at/ABO/%2BZ255402409;
http://data.onb.ac.at/ABO/%2BZ160067104","Z255402409;
Z160067104","Embel, Franz Xaver ; http://d-nb.info/gnd/129167509",,,Schilderung der Gebirgs-Gegenden um den Schneeberg in Oesterreich $ von F.X. Embel,,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,in der Camesinaischen Buchhandlung,Camesinaische Buchhandlung ; http://d-nb.info/gnd/5164178-1,,1803,1803,"XVI, 308 Seiten",2 Illustrationen,2,,8°,"Mit Frontispiz und Titelkupfer (gezeichnet von Maillard, gestochen von Ponheimer)","Varianten ohne Widmung und mit Widmung ""Den Herren Unternehmern des k. k. privilegirten Comtoirs für Kunst und Industrie in Wien aus inniger Hochachtung gewidmet""",,,ger,,,,,,,,"Maillard, ...","Ponheimer, ...",,,Reisebericht,,,Schneeberg-Gebiet,TravelogueD19 Europa,,105384-B MAG .- 268032-A MAG,ZKAR ; ZFID,
AC13461066,AC13461066,990050054020603338,http://data.onb.ac.at/ABO/%2BZ156569600,Z156569600,"Schultes, Joseph August ; http://d-nb.info/gnd/104365838",,,"Ausflüge Nach Dem Schneeberge In Unterösterreich $ Ein Taschenbuch auf Reisen nach demselben $ Von J. A. Schultes, M. D. Und Profess. Der Chymei Und Botanik An Der K. K. Universität Zu Krakau, Der Botanischen Gesellschaft Zu Regensburg Und Altenburg, Und Der Herzögl., Mineral. Societät Zu Jena Ehrenmitglied",Erster Theil,"Zweyte vermehrte, verbesserte, mit Kupfern verschönerte Auflage",Wien,Wien ; http://d-nb.info/gnd/4066009-6,,In Der Degenschen Buchhandlung,Degensche Buchhandlung ; http://d-nb.info/gnd/1073078264,,1807,1807,"XVI, 423 Seiten, 1 ungezähltes Blatt Bildtafel, 5 Blätter Bildtafeln  5 Bl.","6 Illustrationen, 1 Diagramm",6,,8°,"1 Kupferstich-Illustration als Frontispiz (von L. Maillard, gestochen von J. Blaschke), 5 Kupfferillustrationen (von Maillard, gestochen von Duttenhofer)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 903","Seite [III]: Widmung des Verfassers an A.C. Kayser und Abbé J.C. Eder. - Seite [V]-VIII: Vorrede zur zweyten Auflage, Datum Wien 04.06.1806. - Seite IX-XIV: Vorrede",Enth. Verlagsanzeige,ger,,,,,,,,,"Maillard, Ludwig ; http://d-nb.info/gnd/141912197 .- Blaschke, János ; http://d-nb.info/gnd/116200170 .- Duttenhofer, Christian Friedrich Traugott ; http://d-nb.info/gnd/116258322",,"Eder, Abbé J. C. .- Kayser, A. C. .- Kayser, Albrecht Christoph ; http://d-nb.info/gnd/121673383 .- Eder, Józef Károly ; http://d-nb.info/gnd/123851823 .- Kayser, Albrecht Christoph ; http://d-nb.info/gnd/121673383 .- Eder, Józef Károly ; http://d-nb.info/gnd/123851823",,,,Schneeberg ; Schneeberg-Gebiet ; Bergwandern ; Reise ; Geschichte 1807,TravelogueD19 Europa,,48.M.42.(Vol.1) PRUNK,ZALT,
AC13461121,AC13461121,990050054300603338,http://data.onb.ac.at/ABO/%2BZ156569703,Z156569703,"Schultes, Joseph August ; http://d-nb.info/gnd/104365838",,,"Ausflüge Nach Dem Schneeberge In Unterösterreich $ Ein Taschenbuch auf Reisen nach demselben $ Von J. A. Schultes, M. D. Und Profess. Der Chymie Und Botanik An Der K. K. Universität Zu Krakau, Der Botanischen Gesellschaft Zu Regensburg Und Altenburg, Und Der Herzögl. Mineral. Societät Zu Jena Ehrenmitglied",Zweyter Theil,"Zweyte vermehrte, verbesserte, mit Kupfern verschönerte Auflage",Wien,Wien ; http://d-nb.info/gnd/4066009-6,,In Der Degenschen Buchhandlung,Degensche Buchhandlung ; http://d-nb.info/gnd/1073078264,,1807,1807,"4 ungezählte Seiten, 176, 148 Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt",2 Illustrationen,2,,,"1 Kupferstich-Illustration als Frontispiz (von L. Maillard, gestochen von Duttenhofer), 1 Kupferstich-Illustration. - Zierleisten im Text","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 903",,,ger,,,,,,,,,"Duttenhofer, Christian Friedrich Traugott ; http://d-nb.info/gnd/116258322 .- Maillard, Ludwig ; http://d-nb.info/gnd/141912197",,,Reisebericht ; Führer,,,Schneeberg-Gebiet ; Ort ; Geschichte 1807 ; Statistik ; Tabelle ; Wiener Becken ; Steinfeld ; Schneeberg-Gebiet ; Tiere ; Pflanzen ; Geschichte 1807 ; Quelle,TravelogueD19 Europa,,48.M.42.(Vol.2) PRUNK,ZALT,
AC01304624,AC01304624,990050264950603338,,,"Kotzebue, August <<von>> ; http://d-nb.info/gnd/118565796",,,Bemerkungen auf einer Reise aus Liefland nach Rom und Neapel $ Von August von Kotzebue,Erster Theil,,Köln,Köln ; http://d-nb.info/gnd/4031483-2,,bey Peter Hammer,"Fleischer, Gerhard ; http://d-nb.info/gnd/116600020",,1805,1805,"X, 326 Seiten, 2 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist 1 Kupferstich-Illustration als Frontispiz (gestochen von J. Blaschke). - Einfache Zierleisten,,,,ger,,,,,,,,,,,,Reisebericht,,,,TravelogueD19 Europa,,261558-B.1 MAG,ZFID,
AC00985169,AC00985169,990050264960603338,,,"Kotzebue, August <<von>> ; http://d-nb.info/gnd/118565796",,,Bemerkungen auf einer Reise aus Liefland nach Rom und Neapel $ Von August von Kotzebue,Zweyter Theil,,Köln,Köln ; http://d-nb.info/gnd/4031483-2,,bey Peter Hammer,"Fleischer, Gerhard ; http://d-nb.info/gnd/116600020",,1805,1805,"261 Seiten, 2 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Einfache Zierleisten,,,,ger,,,,,,,,,,,,Reisebericht,,,,TravelogueD19 Europa,,261558-B.2 MAG,ZFID,
AC01304629,AC01304629,990050264980603338,,,"Kotzebue, August <<von>> ; http://d-nb.info/gnd/118565796",,,Bemerkungen auf einer Reise aus Liefland nach Rom und Neapel $ Von August von Kotzebue,Dritter und letzter Theil,,Köln,Köln ; http://d-nb.info/gnd/4031483-2,,<<Peter>> Hammer,"Fleischer, Gerhard ; http://d-nb.info/gnd/116600020",,1805,1805,"319 Seiten, 4 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. - Einfache Zierleisten,,,,ger,,,,,,,,,,,,Reisebericht,,,,TravelogueD19 Europa,,261558-B.3 MAG,ZFID,
AC13677230,AC13677230,990050311970603338,"http://data.onb.ac.at/ABO/%2BZ201057104;
http://data.onb.ac.at/ABO/%2BZ174007102","Z201057104;
Z174007102","Anot, Pierre Nicolas ; http://d-nb.info/gnd/103128085",Les deux voyageurs ; 1803,,"Reise zweyer Franzosen durch Belgien, Holland, Deutschland, Jtalien, Sizilien, Maltha, Pohlen und Preußen, in den Jahren 1791 bis 1802. $ Frey aus dem Französischen übersetzt",Erster Theil,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jm Verlage bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1804,1804,"2 ungezählte Seiten, 237 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist eine Kupferstich-Illustration als Frontispiz,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Anonym erschienen, Verfasser ermittelt nach Bibliografie Eutin",Seite [III]-VI: Vorrede,,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht,,,Europa ; Reise ; Geschichte 1791-1802,TravelogueD19 Europa,,"251821-A.1 MAG .- 270514-A.1 MAG .- 287756-A.1 MAG .- 287756-A.Fid,1 UNASSIGNED",ZFID ; ZFID ; ZFID ; ZFID,
AC13677244,AC13677244,990050312010603338,"http://data.onb.ac.at/ABO/%2BZ122909404;
http://data.onb.ac.at/ABO/%2BZ174007205","Z122909404;
Z174007205","Anot, Pierre Nicolas ; http://d-nb.info/gnd/103128085",Les deux voyageurs ; 1803,,"Reise zweyer Franzosen durch Belgien, Holland, Deutschland, Jtalien, Sizilien, Maltha, Pohlen und Preußen, in den Jahren 1791 bis 1802. $ Frey aus dem Französischen übersetzt",Zweyter Theil,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,,Jm Verlage bey Anton Doll,"Doll, Anton ; http://d-nb.info/gnd/13282261X",,1804,1804,224 Seiten,,,,8°,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Anonym erschienen, Verfasser ermittelt nach Bibliografie Eutin",,,,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Reisebericht,,,Europa ; Reise ; Geschichte 1791-1802,TravelogueD19 Europa,,"287756-A.2 MAG .- 270514-A.2 MAG .- 251821-A.2 MAG .- 251821-A.Fid,2 UNASSIGNED",ZFID ; ZFID ; ZFID ; ZFID,
AC13684258,AC13684258,990050325830603338,,,"Fischer, Christian August ; http://d-nb.info/gnd/115361413",,,Reiseabentheuer $ herausgegeben von Christian August Fischer,Erstes Bändchen,Zweyte Auflage,Dresden,Dresden ; http://d-nb.info/gnd/4012995-0,,bei Heinrich Gerlach,"Gerlach, Heinrich",,1802,1802,128 Seiten,,,,8°,Kein illustrierender Inhalt. - Einfache Zierleisten ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Widmung an den Landschaftsmaler Karl Grass,,ger,,,,,,,,,,,"Graß, Karl Gotthard ; http://d-nb.info/gnd/120317435",Reisebericht,,,Reise ; Westeuropa,TravelogueD19 Europa,,260755-B.1 MAG,ZFID,
AC13684264,AC13684264,990050325840603338,,,"Fischer, Christian August ; http://d-nb.info/gnd/115361413",,,Reiseabentheuer $ herausgegeben von Christian August Fischer,Zweytes Bändchen,Zweyte Auflage,Dresden,Dresden ; http://d-nb.info/gnd/4012995-0,,Bei Heinrich Gerlach,"Gerlach, Heinrich",,1802,1802,128 Seiten,,,,8°,Kein illustrierender Inhalt. - Einfache Zierleisten ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite [IV]: Wort zur zweyten Auflage vom Herausgeber, Datum Dresden Ostermesse 1802",,ger,,,,,,,,,,,,Reisebericht,,,Reise ; Westeuropa,TravelogueD19 Europa,,260755-B.2 MAG,ZFID,
AC07947930,AC07947930,990050747710603338,"http://data.onb.ac.at/ABO/%2BZ259803708;
http://data.onb.ac.at/ABO/%2BZ155616709","Z259803708;
Z155616709","Reichardt, Johann Friedrich ; http://d-nb.info/gnd/118599100",,,"Vertraute Briefe geschrieben auf einer Reise nach Wien und den Oesterreichischen Staaten zu Ende des Jahres 1808 und zu Anfang 1809 $ von Johann Friedrich Reichardt Korrespondent des kaiserlichen Nationalinstituts zu Paris und des königlich Holländischen zu Amsterdam, und Mitglied der königlischen Schwedischen Akademie der Musik zu Stockholm",Zweiter Band,,Amsterdam,Amsterdam ; http://d-nb.info/gnd/4001783-7,Amsterdam ; http://d-nb.info/gnd/4001783-7,Jm Kunst= und Jndustrie=Comtoir,F. A. Brockhaus ; http://d-nb.info/gnd/4019572-7,F. A. Brockhaus ; http://d-nb.info/gnd/4019572-7,1810,1810,"XV, 446 Seiten, 13 ungezählte Seiten",,,,8°,Kein illustriender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 732",Am Ende 13 ungezählte Seiten Anzeige zu: Memoiren des Obristen von Massenbach,,ger,,,,,,,,,,,,Reisebericht ; Briefsammlung,,,Musik ; Österreich ; Briefsammlung ; Reise ; Kassel ; Österreich ; Wien ; Prag ; Geschichte 1808-1809,TravelogueD19 Europa,,623004-A.2 MAG .- *48.K.93.(Vol.2) PRUNK .- SH.Varia.162/2 MAG,ZTHE ; ZALT ; ZMUS,
AC08978872,AC08978872,990055237460603338,"http://data.onb.ac.at/ABO/%2BZ256457303;
http://data.onb.ac.at/ABO/%2BZ152203404","Z256457303;
Z152203404","Fernow, Carl Ludwig ; http://d-nb.info/gnd/118686852",,,Römische Studien $ Von Carl Ludwig Fernow,Erster Theil,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,Bei H. Gessner,"Gessner, Heinrich ; http://d-nb.info/gnd/116600217","Gessner, Heinrich ; http://d-nb.info/gnd/116600217",1806,1806,"XIV, 450 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist 1 Kupferstich-Illustration als Frontispiz (gestochen und signiert von Heinrich Lips),Bibliografischer Nachweis: Bibliografie Reiselietratur Eutin,"Seite [IV]-XIV: Vorrede des Verfassers, Datum Weimar 03.1806.  - Seite [III]: Widmung an ""Römische Freunde""",,ger,,,,,,,,,"Lips, Johann Heinrich ; http://d-nb.info/gnd/118947648",,,,,,,TravelogueD19 Europa,,224428-B.1 MAG .- 5.K.19.(Vol.1) PRUNK,ZALT ; ZALT,
AC04888994,AC04888994,990055237510603338,"http://data.onb.ac.at/ABO/%2BZ152203507;
http://data.onb.ac.at/ABO/%2BZ256457406","Z152203507;
Z256457406","Fernow, Carl Ludwig ; http://d-nb.info/gnd/118686852",,,Römische Studien $ Von Carl Ludwig Fernow,ZweiterTheil,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,Bei H. Gessner,"Gessner, Heinrich ; http://d-nb.info/gnd/116600217","Gessner, Heinrich ; http://d-nb.info/gnd/116600217",1806,1806,"XVI, 416 Seiten, 3 ungezählte gefaltete Blätter","1 Notenbeispiel, 1 Diagramm",,,8°,"Am Ende 5 ungezählte Seiten Notenbeispiel in Kupferstich, 1 Kupferstich-Diagramm",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite [III]: Widmung ""An Römische Freunde"". - Seite [IV]-XVI: Vorrede des Verfassers, Datum Weimar 08.1806",,ger,,,,,,,,,,,,,,,,TravelogueD19 Europa,,224428-B.2 MAG .- 5.K.19.(Vol.2) PRUNK,ZALT ; ZALT,
AC07144904,AC07144904,990055237530603338,http://data.onb.ac.at/ABO/%2BZ15220360X,Z15220360X,"Fernow, Carl Ludwig ; http://d-nb.info/gnd/118686852",,,Römische Studien $ Von Carl Ludwig Fernow,Dritter Theil,,Zürich,Zürich ; http://d-nb.info/gnd/4068038-1,Zürich ; http://d-nb.info/gnd/4068038-1,Bei H. Gessner,"Gessner, Heinrich ; http://d-nb.info/gnd/116600217","Gessner, Heinrich ; http://d-nb.info/gnd/116600217",1808,1808,"XII, 543 Seiten, 2 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite [III]: Widmung des Verfassers an ""Römische Freunde"". - Seite [V]-XII: Vorrede des Verfassers, Datum Weimar 1808",,ger,,,,,,,,,,,,,,,,TravelogueD19 Europa,,224428-B.3 MAG .- 5.K.19.(Vol.3) PRUNK,ZALT ; ZALT,
