Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Illustrationen not dig,Foldouts,Foldouts not dig,Karten not dig,Kommentar,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC08801708,990038280890603338,"http://data.onb.ac.at/ABO/%2BZ114801803;
http://data.onb.ac.at/ABO/%2BZ171040404","Z114801803;
Z171040404","Francklin, William ; http://d-nb.info/gnd/129528846","Observations made on a tour from Bengal to Persia, in the years 1786-7 ; (DE-588)1141622165",Magazin von merkwürdigen neuen Reisebeschreibungen ; Zweyter Band,"<<William Franklins>> Bemerkungen auf einer Reise von Bengalen nach Persien, in den Jahren 1786 und 1787. Mit einer kurzen Geschichte von Persien seit dem Jahre 1747",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und verlegt bey F. A. Schrämbl,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143",1792,1792,"2 ungezählte Seiten, 299 Seiten, 1 ungezählte Seite",,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Zierleisten im Text ; Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Titel der ersten Manifestation ist der Seite 1 entnommen, derjenigen der zweiten Manifestation der Seite 229",,,ger,eng,Aus dem Englischen übersetzt,,"Saunders, Robert ; http://d-nb.info/gnd/133389014","Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,,,,Reisebericht,"<<Robert Saunders, Wundarztes zu Boglepuhr in Bengalen,>> mineralogische und botanische Reise nach Butan und Tibet","Saunders, Robert ; Observations botanical, mineralogical, and medical",Bengalen ; Iran ; Reisebericht 1786-1787 ; Bhutan ; Tibet ; Forschungsreise ; Mineralogie ; Botanik ; Reisebericht 1783-1784,TravelogueD18 Asien ; TravelogueD18 Orient,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen),"303755-A.2 MAG .- 276879-A.2 MAG .- UNASSIGNED .- 276879-A,1-20 UNASSIGNED",ZALT ; ZFID ; ZALT ; ZFID,
AC11413306,990044624860603338,http://data.onb.ac.at/ABO/%2BZ171040702,Z171040702,"Benyovszky, Móric Ágost Aladár ; http://d-nb.info/gnd/118810952",Mémoires et voyages,Magazin von merkwürdigen neuen Reisebeschreibungen ; Fünfter Band,<<Des>> Grafen M. A. Benjowsk's Reisen durch Sibirien und Kamtschatka über Japan und China nach Europa,Erste Abtheilung,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und verlegt bey F. A. Schrämbl,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143",1792,1792,"XXXIV, 292 Seiten",,,,0,0,0,0,0,8°,Kein illustrierender  Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Seite III-XXV: Vorrede. - Seite XXVI-XXXIV: Einleitung. Frühere Lebensgeschichte des Grafen Moritz August von Beniowski,"Signaturformel: a-b8, A-S8, T2",ger,fre,Aus dem Englischen übersetzt. Originalsprache des Werkes ist Französisch,,,,,,,,,,Reisebericht ; Erlebnisbericht,,,,TravelogueD18 Asien Europa,,"276879-A.5 MAG .- 276879-A,1-20 UNASSIGNED",ZFID ; ZFID,
AC13290113,990057720360603338,http://data.onb.ac.at/ABO/%2BZ258871408,Z258871408,"Anburey, Thomas ; http://d-nb.info/gnd/14128255X",Travels through the interior parts of America ; (DE-588)115562419X,Magazin von merkwürdigen neuen Reisebeschreibungen ; Sechster Band,<<Anburey's>> Reisen im inneren Amerika $ Aus dem Englischen übersetzt von Georg Forster,,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Christian Friedrich Voss und Sohn ; http://d-nb.info/gnd/6146570-7,,1792,1792,"IX, 444 Seiten, 1 ungezähltes Blatt Bildtafel, 2 ungezählte gefaltete Blätter","2 Illustrationen, 1 Karte",2,1,1,2,2,1,Karte fehlt im Original,8°,"Die Illustrationen sind 1 Kupferstich-Illustration, 1 Kupferstich-Plan und 1 Kupferstich-Karte (gezeichnet von D. F. Sotzmann)","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; VD18 10239162. - Die Titel sind den Seiten 1, 373 und 399 entnommen.","Seite [III]-IX: Vorrede des Herausgebers Georg Forster, Datum Mainz",,ger,eng ; fre,Zusammenstellung von aus dem Englischen und Französischen übersetzten Werken,VD18 10239162-001,"Coste d'Arnobat, Charles Pierre ; http://d-nb.info/gnd/104318813 .- Howel, Thomas","Forster, Georg ; http://d-nb.info/gnd/118534416","Forster, Georg ; http://d-nb.info/gnd/118534416",,,"Schleuen, Johann Wilhelm ; http://d-nb.info/gnd/124613209 .- Panningh, H. I.",,,Reisebericht,"Reise nach Bambnk [das heißt: Bambuk] ; <<Thomas Howels>> Tagebuch seiner Reise von Indien durch Armenien und Natolien oder Kleinasien, nach England","Coste d'Arnobat, Charles Pierre ; Voyage au pays de Bambouc ; http://d-nb.info/gnd/1155937872 .- Howel, Thomas ; <<A>> journal of the passage from India, by a route partly unfrequented, through Armenia and Natolia ; http://d-nb.info/gnd/1155938518","Entdeckungsreise ; Nordamerika ; Geschichte 1771-1781 ; Reise ; Bambouk ; Senegal ; Coste d'Arnobat, Charles Pierre ; Geschichte 1790 ; Reise ; Indien ; Naher Osten ; Armenien ; Anatolien ; Konstantinopel ; Howel, Thomas ; Geschichte 1787-1788 ; Orient ; Osmanisches Reich",TravelogueD18 Orient ; TravelogueD18 Nordamerika Asien,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen von 3 Werken),393869-B.6 MAG,ZKAR,VD18 10239162-001
AC13290123,990057720580603338,http://data.onb.ac.at/ABO/%2BZ258871500,Z258871500,"Brissot de Warville, Jacques Pierre ; http://d-nb.info/gnd/118946269",Nouveau voyage dans les Etats-Unis de l'Amérique septentrionale ; http://viaf.org/viaf/309498673,Magazin von merkwürdigen neuen Reisebeschreibungen ; Siebenter Band,Neue Reise durch die vereinigten Staaten von Nordamerika in dem Jahre 1788 $ mit einer genauen Abbildung des Vorgebirges der guten Hoffnung $ von J. P. Brissot (Warville),,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1792,1792,"XVI Seiten, 2 ungezählte Seiten, 292, VIII, 293 Seiten",1 Illustration,1,,0,0,0,0,0,8°,"1 illustrierende Kupferstich-Vignetten im Text. - Zierleisten ; Initialen , Fußnoten","Bibliografischer Nachweis: VD18 ; Griep, Reiseliteratur und Geopgraphica, 0177 ; Bibliografie Reiseliteratur Eutin. - Auch als Monographie Berlin, Voß, 1792 erschienen. - Der Titel ist der Seite 1 entnommen",Seite V-VIII: Widmungsvorrede des Herausgebers Johann Reinhold Forster an die Herzogin von Curland. - Seite IX-XVI: Vorrede,,ger,fre,Aus dem Französischen übersetzt,VD18 11452714-001,"Thunberg, Carl Peter ; http://d-nb.info/gnd/119036495","Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,"Glassbach, Benjamin ; http://d-nb.info/gnd/124173160",,,Reisebericht,"<<Karl Peter Thunbergs, Ritters des Wasa-Ordens und Professors der Botanik in Upsala,>> Reisen in Afrika und Asien, vorzüglich in Japan, während der Jahre 1772 bis 1779","Thunberg, Carl Peter ; Reisen in Afrika und Asien, vorzüglich in Japan, während der Jahre 1772 bis 1779",Reise ; Nordamerika ; Geschichte 1788,TravelogueD18 Nordamerika Asien,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen),393869-B.7 MAG,ZKAR,VD18 11452714-001
AC13005085,990057720490603338,,,"Thunberg, Carl Peter ; http://d-nb.info/gnd/119036495","Resa uti Europa, Africa, Asia, förrättad åren 1770 - 1779 ; 1788-1793","Magazin von merkwürdigen neuen Reisebeschreibungen ; 7,2","<<Karl Peter Thunbergs, Ritters des Wasa=Ordens, Professors der Botanik in Upsala und Mitgliedes vieler Academien und gelehrten Gesellschaften,>> Reisen in Afrika und Asien, vorzüglich in Japan während der Jahre 1772 bis 1779 $ auszugsweise übersetzt von Kurt Sprengel, Doctor und Professor der Arzneikunde auf der Friedrichs=Universität und Mitglied der Röm. Kaiserl. Akademie der Naturforscher, und mit Anmerkungen von Johann Reinhold Forster, Doktor und Professor der Weltweisheit und Arzneikunde auf der Friedrichs-Universität, Mitglied der Akademie der Wissenschaften in Berlin, u.s.w.",,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Vossische Buchhandlung ; (DE-588)64386-5,,1792,1792,"VIII, 230 Seiten",1 Illustration,1,,1,0,0,0,0,8°,Die Illustration ist 1 Kupferstichillustration,"Bibliografischer Nachweis: SBB, Berlin ; Kainbacher, Erforschung Afrikas, S. 477 (dort andere Umfangsangabe). - Auch einzelnen erschienen (vgl. Bibliografie Reiseliteratur Eutin und Griep, Reiseliteratur und Geographica, 1387)",,,ger,swe,Aus dem Schwedischen übersetzt,VD18 12044083-003,"Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432","Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432","Sprengel, Kurt ; http://d-nb.info/gnd/118752243",,,,,,,,,Asien ; Reise ; Geschichte 1770-1779 ; Japan ; Reise ; Geschichte 1775-1776,TravelogueD18 Afrika Asien,,393869-B.7 MAG .- UNASSIGNED,ZKAR ; ZKAR,VD18 12044083-003
AC13290132,990057720550603338,http://data.onb.ac.at/ABO/%2BZ258871706,Z258871706,"Rochon, Alexis ; http://d-nb.info/gnd/117533777",Voyage à Madagascar et aux Indes orientales ; 1791 ; http://viaf.org/viaf/306926669,Magazin von merkwürdigen neuen Reisebeschreibungen ; Achter Band,<<Des Abbé Rochon's>> Reise nach Madagaskar und Ostindien. Nebst Thomas Bowyears und Robert Kirsop's Nachrichten von Cochinchina $ Uebersetzt von Georg Forster,,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,Jn der Vossischen Buchhandlung,Christian Friedrich Voss und Sohn ; http://d-nb.info/gnd/6146570-7,,1792,1792,"XXIV, 237, XII, 273 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,0,1,1,1,0,8°,2 Kupferstich-Karten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Der Haupttitel ist der Seite III entnommen,,,ger,fre ; eng,Expressionen von aus dem Französischen und Englischen übersetzten Werken,,"Bowyear, Thomas .- Kirsop, Robert ; http://d-nb.info/gnd/1157574688 .- Lempriere, William ; http://d-nb.info/gnd/122489500","Forster, Georg ; http://d-nb.info/gnd/118534416","Zimmermann, Eberhard August Wilhelm <<von>> ; http://d-nb.info/gnd/11882435X .- Forster, Georg ; http://d-nb.info/gnd/118534416",,,,,,Reisebericht,,"Kirsop, Robert ; Some account of Cochinchina .- Lempriere, William ; <<A>> Tour from Gibraltar to Tangier, Sallee, Mogodore, St. Cruz, Tarudant, and thence over mount Atlas to Morocco","Marokko ; Reise ; Lempriere, William ; Geschichte 1789-1790 ; Forschungsreise ; Madagaskar ; Ostindien ; Rochon, Alexis ; Geschichte 1768-1771 ; Nam Bô ; Geschichte",TravelogueD18 Asien Afrika,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren,393869-B.8 MAG,ZKAR,
AC11413630,990044626310603338,http://data.onb.ac.at/ABO/%2BZ17104110X,Z17104110X,"White, John ; http://d-nb.info/gnd/128460091",Journal of a voyage  to New South Wales ; 1790 ; http://viaf.org/viaf/312357973,Magazin von merkwürdigen neuen Reisebeschreibungen ; Neunter Band,"Tagebuch einer Reise nach Neu=Südwallis $ von John White Esq., erstem Wundarzte der in Port=Jackson angelegten neuen Kolonie",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und verlegt bey F. A. Schrämbl,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143",1792,1792,"XXV, 378 Seiten, 4 ungezählte Blätter Bildtafeln, 2 ungezählte gefaltete Blätter Karten","4 Illustrationen, 2 Karten",4,2,0,2,2,2,0,8°,Die Illustrationen umfassen 4 Kupferstichillustrationen und 2 gestochene Karten,"Bibliografischer Nachweis: Bibliografie  Reiseliteratur Eutin. - Nachdruck der Ausgabe Berlin, Voss, 1791, jedoch mit nur 2 enthaltenen Werken","Seite [III]-XVI: Vorrede des Herausgebers Johann Reinhold Forster, Datum 06.06.1791",,ger,eng,Enthält Expressionen von aus dem Englischen übersetzten Werken,,"Bligh, William ; http://d-nb.info/gnd/118829734","Forster, Johann Reinhold ; http://d-nb.info/gnd/118534432",,,,,,,Reisebericht,"<<William Bligh's>> Bericht von dem Aufruhre an Bord des Schiffes Bounty, und von seiner hierauf folgenden Reise von Tofoa, eine der Freundschaftlichen Jnseln, nach der holländischen Niederlassung auf der Jnsel Timor in Ostindien","Bligh, William ; Narrative of the mutiny on board His Majesty's ship Bounty",New South Wales ; Reise ; Geschichte 1787-1788 ; Meuterei ; Bounty ; Geschichte 1789,TravelogueD18 Ozeanien Asien,Zusammenstellung: ohne übergeordnetem Titel von mehreren Akteuren (Übersetzungen),"276879-A.9 MAG .- 276879-A,1-20 UNASSIGNED",ZFID ; ZFID,
AC11413693,990044626530603338,http://data.onb.ac.at/ABO/%2BZ171041603,Z171041603,"Thunberg, Carl Peter ; http://d-nb.info/gnd/119036495","Resa uti Europa, Africa, Asia, förrättad åren 1770 - 1779 ; 1788-1793",Magazin von merkwürdigen neuen Reisebeschreibungen ; Vierzehnter Band,"<<Karl Peter Thurnbergs, Ritters des Wasa=Ordens und Professors der Botanik in Upsala>> Reise in Afrika und Asien, vorzüglich in Japan, während der Jahre 1772 bis 1779. $ Auszugsweise übersetzt von Kurt Sprengel. Mit Anmerkungen von J. R. Forster",,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und verlegt bey F. A. Schrämbl,"Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143","Schrämbl, Franz Anton ; http://d-nb.info/gnd/117025143",1792,1792,"XIV, 384 Seiten",,,,0,0,0,0,0,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Kainbacher, Erforschung Afrikas, S. 477. - Nachdruck der Ausgabe Berlin, Voss, 1792. - Der Hauptitel ist der Seite III entnommen",,,ger,swe,Aus dem Schwedischen übersetzt,,,,"Sprengel, Kurt ; http://d-nb.info/gnd/118752243",,,,,,Reisebericht,,,Asien ; Reise ; Geschichte 1771-1779 ; Südafrika ; Ostindien ; Japan ; Forschungsreise ; Japan ; Geschichte 1775-1776,TravelogueD18 Afrika Asien,,"276879-A.14 MAG .- 276879-A,1-20 UNASSIGNED",ZFID ; ZFID,
AC15227782,9958526870103338,http://data.onb.ac.at/ABO/%2BZ136456702,Z136456702,"Townsend, Joseph ; http://d-nb.info/gnd/101974863X",Journey through Spain in the years 1786 and 1787 ; 1792 ; http://viaf.org/viaf/2224153063137919320005,,"Reise durch Spanien in den Jahren 1786 und 1787 $ vornehmlich in Absicht auf Ackerbau, Manufakturen, Handlung Bevölkerung, Abgaben und Einkünfte nebst Anmerkungen bey der Durchreise durch Frankreich $ von Joseph Townsend. A. M. Pfarrer von Pewsey in Wiltshire, und zuletzt von Clare Hall in Cambridgeshire, übersetzt und mit Anmerkungen erläutert von J. J. Volkmann, D.",Erster Band,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Weidmannschen Buchhandlung,Weidmannische Buchhandlung ; http://d-nb.info/gnd/5036107-7,,1792,1792,"XII, 539 Seiten",,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Zierleisten,"Bibliografischer Nachweis: Engelmann, 957 ; Bibliografie Reiseliteratur Eutin ; VD18 90476255",Seite [III]-VII: Vorbericht des Übersetzers Johann Jacob Volkmann,,ger,eng,Aus dem Englischen übersetzt,VD18 90476255,,,"Volkmann, Johann Jacob ; http://d-nb.info/gnd/104361158",,,,,,Reisebericht,,,Reise ; Geschichte 1786-1787 ; Spanien,TravelogueD18 Europa,,2.V.17.(Vol.1) PRUNK,ZALT,VD18 90476255
AC15227796,9958526870203338,http://data.onb.ac.at/ABO/%2BZ136456805,Z136456805,"Townsend, Joseph ; http://d-nb.info/gnd/101974863X",Journey through Spain in the years 1786 and 1787 ; 1792 ; http://viaf.org/viaf/2224153063137919320005,,"Reise durch Spanien in den Jahren 1786 und 1787 $ vornehmlich in Absicht auf Ackerbau, Manufakturen, Handlung Bevölkerung, Abgaben und Einkünfte nebst Anmerkungen bey der Durchreise durch Frankreich $ von Joseph Townsend. A. M. Pfarrer von Pewsey in Wiltshire, und zuletzt von Clare Hall in Cambridgeshire, übersetzt und mit Anmerkungen erläutert von J. J. Volkmann, D.",Zweyter Band ; Mit Kupfern,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Weidmannschen Buchhandlung,Weidmannische Buchhandlung ; http://d-nb.info/gnd/5036107-7,,1792,1792,"VI, 474 Seiten, III gefaltete Blätter Bildtafeln",3 Illustrationen,3,,3,3,3,3,0,8°,Die Illustrationen sind 3 Kupferstichillustrationen. - Zierleisten,"Bibliografischer Nachweis: Engelmann, 957 ; Bibliografie Reiseliteratur Eutin  ; VD18 90476263",,,ger,eng,Aus dem Englischen übersetzt,VD18 90476263,,,"Volkmann, Johann Jacob ; http://d-nb.info/gnd/104361158",,,,,,Reisebericht,,,Reise ; Geschichte 1786-1787 ; Spanien,TravelogueD18 Europa,,2.V.17.(Vol.2) PRUNK,ZALT,VD18 90476263
AC01285616,990043912720603338,"http://data.onb.ac.at/ABO/%2BZ170394504;
http://data.onb.ac.at/ABO/%2BZ168850602","Z170394504;
Z168850602","Reiner, Joseph ; http://d-nb.info/gnd/1055317252",Botanische Reisen nach einigen Oberkärntnerischen und benachbarten Alpen unternommen,,"Botanische Reisen nach einigen Oberkärntnerischen und benachbarten Alpen unternommen $ und nebst einer ausführlichen Alpenflora und entomologischen Beiträgen als ein Handbuch für reisende Liebhaber herausgegeben $ von Joseph Reiner der kaiserl. Reichsakademie der Naturforscher zu Erlangen, und Sigmund von Hohenwarth der nämlichen Akademie, und der Berlinischen Gesellschaft naturforschender Freunde wirklichen Mitgliedern",[Erster Band] ; Erste Reise im Jahr 1791. mit 6 illuminirten Kupfertafeln,,Klagenfurt,Klagenfurt ; http://d-nb.info/gnd/4030921-6,Klagenfurt ; http://d-nb.info/gnd/4030921-6,gedruckt und verlegt bei Carl Friedr. Walliser,"Walliser, Karl Friedrich ; http://d-nb.info/gnd/1037595033","Walliser, Karl Friedrich ; http://d-nb.info/gnd/1037595033",1792,1792,"XI, 270 Seiten, 16 ungezählte Seiten, 6 gefaltete Blätter Bildtafeln",6 Illustrationen,6,,6,6,6,0,0,8°,Die Illustrationen umfassen 6 Kupferstichillustrationen. - Holzschnitt-Vignetten im Text ; Initialen ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Teile der Auflage mit Widmungsvorrede des Verlegers an Franz II., Heiliges Römisches Reich, Kaiser. - Vorrede. - Enthält: ""I. Theil. Alpenreise"" [Seite 1-59], ""II. Theil. Alpenflora"" [Seite 61-254], ""Anhang. Alpenentomologie"" [Seite 255-270]",Literaturangaben,ger,,,,"Hohenwart, Sigismund <<von>> ; http://d-nb.info/gnd/129192082",,,,,,"Walliser, Karl Friedrich ; http://d-nb.info/gnd/1037595033",Franz ; http://d-nb.info/gnd/118534955,Reisebericht,,,Kärnten ; Reise ; Geschichte 1791 ; Botanik,TravelogueD18 Europa,,53.M.1.(Vol.1) PRUNK .- 274870-B.1 MAG .- UNASSIGNED,ZALT ; ZFID ; ZALT,
AC06035091,990043968500603338,,,"Schad, Georg Friedrich Casimir ; http://d-nb.info/gnd/117092711",,,"Beschreibung der Reise und des Einzuges Sr. Majestät des Königs Friederich Wilhelm II. von Preussen etc. etc. in der ehemaligen fürstlichen Residenzstadt Ansbach: der daselbst auf dem Casernen Damme errichteten achtzig Schuhe hohen Ehrenpforte; nebst einer in Kupfer gestochenen Abbildung dieses prächtigen Gebäues, $ von einem Brandenburger [das heißt Georg Friedrich Casimir Schad]",,,Nürnberg und Leipzig,Nürnberg ; http://d-nb.info/gnd/4042742-0 .- Leipzig ; http://d-nb.info/gnd/4035206-7,Nürnberg ; http://d-nb.info/gnd/4042742-0,[Georg Friedrich Casimir Schad],"Schad, Georg Friedrich Casimir ; http://d-nb.info/gnd/117092711",,1792,1792,"63 Seiten, 1 ungezählte Seite, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Bildtafel",2 Illustrationen,2,,2,1,1,0,nicht digitalisiert,8°,"Die Illustrationen umfassen 1 gestochenes Porträt von Friedrich Wilhelm II. als Frontispiz  (gestochen von G. J. Schrazenstaller) und 1 kolorierte Kupferstichillustration (getsochen von Schad, Nürnberg). - Holzschnitt-Vignetten ; Zierleisten",Bibliografischer Nachweis: Verfasser unbekannt: Hof- & Staatsbibl. München. Febr. 1896,"Seite [3]-[8]: Vorbericht des Verfassers, Datum 12.08.1792",,ger,,,,,,,,,"Schratzenstaller, Georg Jacob ; http://d-nb.info/gnd/1019750642 .- Schad, Christoph Friedrich Theodosius <<von>> ; http://d-nb.info/gnd/13178451X",,,,,,Reise ; Friedrich Wilhelm ; Ansbach ; Geschichte 1792,TravelogueD18 Europa,,275315-B MAG,ZFID,
AC11450280,990044748550603338,http://data.onb.ac.at/ABO/%2BZ17020000X,Z17020000X,"Janitsch, Aemilian ; http://d-nb.info/gnd/100289924",Beschreibung der Rückreisen J. J. k. k. Sizilian. Majestäten von Wien nach Neapel,,"Beschreibung der Rückreisen J. J. k. k. Sizilian. Majestäten von Wien nach Neapel $ Von Aemilian Janitsch Benediktinerordens, d. Z. Pfarrverweser zu Roggendorf in Unterösterreich",Dritter Theil ; Reisen Jhrer Sizil. Majestäten von Wien nach Venedig und Florenz. Aufenthalt daselbst,,Klagenfurt,Klagenfurt ; http://d-nb.info/gnd/4030921-6 .- Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Jn Commission bei Karl Walliser Buchhändler ; Gedruckt bei Johann David Hummel,"Walliser, Karl Friedrich ; http://d-nb.info/gnd/1037595033","Hummel, Johann David ; http://d-nb.info/gnd/1037511352",1792,1792,"8 ungezählte Seiten, 450 Seiten, 2 ungezählte Seiten",,,,0,0,0,0,0,8°,Holzschnitt-Vignette auf dem Titelblatt. - Fußnoten ; Gedruckte Marginalien,Bibliografischer Nachweis:,"Vorlageform der Herstellungsangabe auf der Seite 450: Wien, gedruckt bei Johann David Hummel, k. k. privilegirtem Buchdrucker an der Freyung bei den drey Hacken.",,ger,,,,,,,,,,,,Reisebericht,,,Reise ; Italien ; Rom ; Geschichte 1790,TravelogueD18 Europa,,277097-A.3 MAG .- UNASSIGNED,ZFID ; ZFID,
AC12060779,990046355830603338,http://data.onb.ac.at/ABO/%2BZ198217103,Z198217103,"Zöllner, Johann Friedrich ; http://d-nb.info/gnd/104197102","Briefe über Schlesien, Krakau, Wieliczka, und die Grafschaft Glatz auf einer Reise im Jahr 1791 geschrieben",,"Briefe Über Schlesien, Krakau, Wieliczka, Und Die Grafschaft Glatz Auf Einer Reise Im Jahr 1791 Geschrieben $ Von Johann Friedrich Zöllner, Königl. Preuss. Ober-Consistorialrath, Probst In Berlin, Mitglied Der Akademie Der Wissenschaften Und Der Gesellschaft Naturforschender Freunde In Berlin",Erster Theil ; Mit Kupfern,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,Berlin ; http://d-nb.info/gnd/4005728-8,Bei Friedrich Maurer ; gedruckt bei Johann Friedrich Unger,"Friedrich Maurer ; http://d-nb.info/gnd/5164054-5 .- Maurer, Friedrich ; http://d-nb.info/gnd/116854944","Unger, Johann Friedrich Gottlieb ; http://d-nb.info/gnd/11729327X",1792,1792,"2 ungezählte Seiten, IV, 450 Seiten, 2 ungezähltes Blätter Bildtafeln, 2 ungezählte gefaltete Blätter","3 Illustrationen, 1 Karte",3,1,1,2,2,1,0,8°,"Die Illustrationen umfassen 1 Kupferstich-Illustration als Frontispiz (gestochen und signiert von D. Berger, Datum 1792), 1 gestochene Karte, 2 Kupferstichillustrationen","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1534 ; Bibliografie Reiseliteratur Eutin ; Engelmann, 261",,,ger,,,,,,,,,"Berger, D. ; http://d-nb.info/gnd/116130709",,,Reisebericht ; Briefsammlung,,,"Krakau ; Reise ; Schlesien ; Wieliczka ; Carmer, Johann Heinrich Casimir <<von>> ; Geschichte 1791",TravelogueD18 Europa,,BE.5.V.68.(Vol.1) PRUNK,ZALT,
